similitud,fuente
0.233333333,gut bacteria
0.139534884,gut bacteria
0.5,gut bacteria
0.35,gut bacteria
0.28,gut bacteria
0.260869565,gut bacteria
0.166666667,gut bacteria
0.538461538,gut bacteria
0.416666667,gut bacteria
0.461538462,gut bacteria
0.2,gut bacteria
0.111111111,gut bacteria
0.081632653,gut bacteria
0.636363636,gut bacteria
0.5,gut bacteria
0.272727273,gut bacteria
0.230769231,gut bacteria
0.07,gut bacteria
0.109090909,gut bacteria
0.4,gut bacteria
0.094339623,gut bacteria
0.133333333,gut bacteria
0.416666667,gut bacteria
0.5,gut bacteria
0.357142857,gut bacteria
0.545454545,gut bacteria
0.3,gut bacteria
0.545454545,gut bacteria
0.545454545,gut bacteria
0.294117647,gut bacteria
0.45,gut bacteria
0.272727273,gut bacteria
0.5,gut bacteria
0.307692308,gut bacteria
0.333333333,gut bacteria
0.454545455,gut bacteria
0.307692308,gut bacteria
0.294117647,gut bacteria
0.3125,gut bacteria
0.138888889,gut bacteria
0.277777778,gut bacteria
0.333333333,gut bacteria
0.411764706,gut bacteria
0.15,gut bacteria
0.21875,gut bacteria
0.416666667,gut bacteria
0.368421053,gut bacteria
0.428571429,gut bacteria
0.186046512,gut bacteria
0.304347826,gut bacteria
0.583333333,gut bacteria
0.266666667,gut bacteria
0.212121212,gut bacteria
0.380952381,gut bacteria
0.173913043,gut bacteria
0.285714286,gut bacteria
0.214285714,gut bacteria
0.24,gut bacteria
0.103896104,gut bacteria
0.583333333,gut bacteria
0.294117647,gut bacteria
0.142857143,gut bacteria
0.185185185,gut bacteria
0.333333333,gut bacteria
0.260869565,gut bacteria
0.068493151,gut bacteria
0.357142857,gut bacteria
0.5,gut bacteria
0.118644068,gut bacteria
0.636363636,gut bacteria
0.145833333,gut bacteria
0.205882353,gut bacteria
0.230769231,gut bacteria
0.093023256,gut bacteria
0.304347826,gut bacteria
0.116666667,gut bacteria
0.094339623,gut bacteria
0.19047619,gut bacteria
0.4,gut bacteria
0.4,gut bacteria
0.113636364,gut bacteria
0.25,gut bacteria
0.208333333,gut bacteria
0.194444444,gut bacteria
0.4,gut bacteria
0.173913043,gut bacteria
0.285714286,gut bacteria
0.5,gut bacteria
0.352941176,gut bacteria
0.428571429,gut bacteria
0.086206897,gut bacteria
0.2,gut bacteria
0.307692308,gut bacteria
0.24,gut bacteria
0.3,gut bacteria
0.6,gut bacteria
0.127659574,gut bacteria
0.411764706,gut bacteria
0.545454545,gut bacteria
0.428571429,gut bacteria
0.333333333,gut bacteria
0.095238095,gut bacteria
0.193548387,gut bacteria
0.333333333,gut bacteria
0.086956522,gut bacteria
0.454545455,gut bacteria
0.15625,gut bacteria
0.28,gut bacteria
0.155555556,gut bacteria
0.357142857,gut bacteria
0.388888889,gut bacteria
0.333333333,gut bacteria
0.272727273,gut bacteria
0.333333333,gut bacteria
0.24137931,gut bacteria
0.333333333,gut bacteria
0.277777778,gut bacteria
0.066666667,gut bacteria
0.138888889,gut bacteria
0.107526882,gut bacteria
0.357142857,gut bacteria
0.25,gut bacteria
0.181818182,gut bacteria
0.20754717,gut bacteria
0.318181818,gut bacteria
0.233333333,gut bacteria
0.421052632,gut bacteria
0.078651685,gut bacteria
0.583333333,gut bacteria
0.3,gut bacteria
0.5,gut bacteria
0.277777778,gut bacteria
0.210526316,gut bacteria
0.193548387,gut bacteria
0.538461538,gut bacteria
0.166666667,gut bacteria
0.357142857,gut bacteria
0.375,gut bacteria
0.272727273,gut bacteria
0.333333333,gut bacteria
0.6,gut bacteria
0.421052632,gut bacteria
0.636363636,gut bacteria
0.6,gut bacteria
0.5,gut bacteria
0.636363636,gut bacteria
0.266666667,gut bacteria
0.6,gut bacteria
0.178571429,gut bacteria
0.208333333,gut bacteria
0.184210526,gut bacteria
0.294117647,gut bacteria
0.538461538,gut bacteria
0.285714286,gut bacteria
0.461538462,gut bacteria
0.4,gut bacteria
0.3125,gut bacteria
0.194444444,gut bacteria
0.166666667,gut bacteria
0.545454545,gut bacteria
0.4,gut bacteria
0.6,gut bacteria
0.5,gut bacteria
0.3,gut bacteria
0.538461538,gut bacteria
0.230769231,gut bacteria
0.636363636,gut bacteria
0.227272727,gut bacteria
0.466666667,gut bacteria
0.6,gut bacteria
0.318181818,gut bacteria
0.116883117,gut bacteria
0.109090909,gut bacteria
0.058823529,gut bacteria
0.12195122,gut bacteria
0.176470588,gut bacteria
0.12,gut bacteria
0.277777778,gut bacteria
0.059701493,gut bacteria
0.4,gut bacteria
0.09375,gut bacteria
0.4,gut bacteria
0.153846154,gut bacteria
0.25,gut bacteria
0.6,gut bacteria
0.153846154,gut bacteria
0.166666667,gut bacteria
0.5,gut bacteria
0.352941176,gut bacteria
0.3,gut bacteria
0.277777778,gut bacteria
0.470588235,gut bacteria
0.25,gut bacteria
0.533333333,gut bacteria
0.161290323,gut bacteria
0.357142857,gut bacteria
0.454545455,gut bacteria
0.15625,gut bacteria
0.571428571,gut bacteria
0.24,gut bacteria
0.388888889,gut bacteria
0.428571429,gut bacteria
0.333333333,gut bacteria
0.227272727,gut bacteria
0.368421053,gut bacteria
0.111111111,gut bacteria
0.571428571,gut bacteria
0.368421053,gut bacteria
0.157894737,gut bacteria
0.260869565,gut bacteria
0.5,gut bacteria
0.2,gut bacteria
0.206896552,gut bacteria
0.545454545,gut bacteria
0.4,gut bacteria
0.571428571,gut bacteria
0.368421053,gut bacteria
0.428571429,gut bacteria
0.318181818,gut bacteria
0.24137931,gut bacteria
0.416666667,gut bacteria
0.583333333,gut bacteria
0.315789474,gut bacteria
0.24,gut bacteria
0.352941176,gut bacteria
0.4375,gut bacteria
0.084745763,gut bacteria
0.269230769,gut bacteria
0.217391304,gut bacteria
0.142857143,gut bacteria
0.333333333,gut bacteria
0.346153846,gut bacteria
0.533333333,gut bacteria
0.178571429,gut bacteria
0.666666667,gut bacteria
0.222222222,gut bacteria
0.222222222,gut bacteria
0.6,gut bacteria
0.3125,gut bacteria
0.583333333,gut bacteria
0.294117647,gut bacteria
0.545454545,gut bacteria
0.636363636,gut bacteria
0.181818182,gut bacteria
0.304347826,gut bacteria
0.161290323,gut bacteria
0.636363636,gut bacteria
0.272727273,gut bacteria
0.6,gut bacteria
0.166666667,gut bacteria
0.25,gut bacteria
0.2,gut bacteria
0.172413793,gut bacteria
0.178571429,gut bacteria
0.333333333,gut bacteria
0.227272727,gut bacteria
0.121212121,gut bacteria
0.222222222,gut bacteria
0.333333333,gut bacteria
0.15625,gut bacteria
0.545454545,gut bacteria
0.142857143,gut bacteria
0.238095238,gut bacteria
0.285714286,gut bacteria
0.428571429,gut bacteria
0.454545455,gut bacteria
0.214285714,gut bacteria
0.333333333,gut bacteria
0.5,gut bacteria
0.230769231,gut bacteria
0.25,gut bacteria
0.285714286,gut bacteria
0.28,gut bacteria
0.137254902,gut bacteria
0.142857143,gut bacteria
0.333333333,gut bacteria
0.129032258,gut bacteria
0.102564103,gut bacteria
0.131578947,gut bacteria
0.4,gut bacteria
0.411764706,gut bacteria
0.085365854,gut bacteria
0.3125,gut bacteria
0.357142857,gut bacteria
0.116666667,gut bacteria
0.166666667,gut bacteria
0.25,gut bacteria
0.24137931,gut bacteria
0.416666667,gut bacteria
0.2,gut bacteria
0.291666667,gut bacteria
0.3,gut bacteria
0.4375,gut bacteria
0.108695652,gut bacteria
0.238095238,gut bacteria
0.4375,gut bacteria
0.545454545,gut bacteria
0.4,gut bacteria
0.444444444,gut bacteria
0.357142857,gut bacteria
0.259259259,gut bacteria
0.333333333,gut bacteria
0.194444444,gut bacteria
0.285714286,gut bacteria
0.1875,gut bacteria
0.206896552,gut bacteria
0.14516129,gut bacteria
0.5,gut bacteria
0.25,gut bacteria
0.35,gut bacteria
0.105263158,gut bacteria
0.6,gut bacteria
0.6,gut bacteria
0.142857143,gut bacteria
0.153846154,gut bacteria
0.208333333,gut bacteria
0.137931034,gut bacteria
0.466666667,gut bacteria
0.166666667,gut bacteria
0.6,gut bacteria
0.315789474,gut bacteria
0.6,gut bacteria
0.333333333,gut bacteria
0.208333333,gut bacteria
0.318181818,gut bacteria
0.214285714,gut bacteria
0.461538462,gut bacteria
0.260869565,gut bacteria
0.206896552,gut bacteria
0.192307692,gut bacteria
0.388888889,gut bacteria
0.3125,gut bacteria
0.3125,gut bacteria
0.277777778,gut bacteria
0.5,gut bacteria
0.192307692,gut bacteria
0.2,gut bacteria
0.166666667,gut bacteria
0.416666667,gut bacteria
0.125,gut bacteria
0.181818182,gut bacteria
0.259259259,gut bacteria
0.25,gut bacteria
0.128205128,gut bacteria
0.086956522,gut bacteria
0.1875,gut bacteria
0.538461538,gut bacteria
0.285714286,gut bacteria
0.363636364,gut bacteria
0.357142857,gut bacteria
0.166666667,gut bacteria
0.137931034,gut bacteria
0.25,gut bacteria
0.375,gut bacteria
0.28,gut bacteria
0.260869565,gut bacteria
0.222222222,gut bacteria
0.5,gut bacteria
0.103448276,gut bacteria
0.307692308,gut bacteria
0.357142857,gut bacteria
0.428571429,gut bacteria
0.545454545,gut bacteria
0.5,gut bacteria
0.111111111,gut bacteria
0.6,gut bacteria
0.333333333,gut bacteria
0.214285714,gut bacteria
0.357142857,gut bacteria
0.233333333,gut bacteria
0.098039216,gut bacteria
0.6,gut bacteria
0.163265306,gut bacteria
0.238095238,gut bacteria
0.133333333,gut bacteria
0.384615385,gut bacteria
0.2,gut bacteria
0.071428571,gut bacteria
0.5,gut bacteria
0.333333333,gut bacteria
0.6,gut bacteria
0.357142857,gut bacteria
0.263157895,gut bacteria
0.173913043,gut bacteria
0.125,gut bacteria
0.2,gut bacteria
0.4375,gut bacteria
0.24137931,gut bacteria
0.25,gut bacteria
0.333333333,gut bacteria
0.2,gut bacteria
0.178571429,gut bacteria
0.066666667,gut bacteria
0.571428571,gut bacteria
0.416666667,gut bacteria
0.142857143,gut bacteria
0.078125,gut bacteria
0.152542373,gut bacteria
0.333333333,gut bacteria
0.352941176,gut bacteria
0.19047619,gut bacteria
0.074626866,gut bacteria
0.333333333,gut bacteria
0.071428571,gut bacteria
0.146341463,gut bacteria
0.333333333,gut bacteria
0.2,gut bacteria
0.315789474,gut bacteria
0.125,gut bacteria
0.7,gut bacteria
0.151515152,gut bacteria
0.155555556,gut bacteria
0.259259259,gut bacteria
0.529411765,gut bacteria
0.208333333,gut bacteria
0.277777778,gut bacteria
0.151515152,gut bacteria
0.047619048,gut bacteria
0.133333333,gut bacteria
0.210526316,gut bacteria
0.5,gut bacteria
0.5,gut bacteria
0.096774194,gut bacteria
0.192307692,gut bacteria
0.4375,gut bacteria
0.268292683,gut bacteria
0.545454545,gut bacteria
0.1,gut bacteria
0.3125,gut bacteria
0.117647059,gut bacteria
0.571428571,gut bacteria
0.238095238,gut bacteria
0.192307692,gut bacteria
0.25,gut bacteria
0.333333333,gut bacteria
0.368421053,gut bacteria
0.538461538,gut bacteria
0.388888889,gut bacteria
0.5,gut bacteria
0.5,gut bacteria
0.5,gut bacteria
0.222222222,gut bacteria
0.178571429,gut bacteria
0.170731707,gut bacteria
0.127272727,gut bacteria
0.2,gut bacteria
0.428571429,gut bacteria
0.3125,gut bacteria
0.7,gut bacteria
0.444444444,gut bacteria
0.108695652,gut bacteria
0.108108108,gut bacteria
0.263157895,gut bacteria
0.6,gut bacteria
0.172413793,gut bacteria
0.208333333,gut bacteria
0.082352941,gut bacteria
0.225806452,gut bacteria
0.166666667,gut bacteria
0.078651685,gut bacteria
0.357142857,gut bacteria
0.285714286,gut bacteria
0.189189189,gut bacteria
0.6,gut bacteria
0.5,gut bacteria
0.217391304,gut bacteria
0.375,gut bacteria
0.5,gut bacteria
0.363636364,gut bacteria
0.153846154,gut bacteria
0.068965517,gut bacteria
0.384615385,gut bacteria
0.142857143,gut bacteria
0.545454545,gut bacteria
0.238095238,gut bacteria
0.5,gut bacteria
0.583333333,gut bacteria
0.333333333,gut bacteria
0.098039216,gut bacteria
0.2,gut bacteria
0.583333333,gut bacteria
0.083333333,gut bacteria
0.466666667,gut bacteria
0.6,gut bacteria
0.7,gut bacteria
0.166666667,gut bacteria
0.538461538,gut bacteria
0.272727273,gut bacteria
0.146341463,gut bacteria
0.185185185,gut bacteria
0.538461538,gut bacteria
0.157894737,gut bacteria
0.5,gut bacteria
0.088235294,gut bacteria
0.181818182,gut bacteria
0.5,gut bacteria
0.230769231,gut bacteria
0.375,gut bacteria
0.333333333,gut bacteria
0.357142857,gut bacteria
0.333333333,gut bacteria
0.1875,gut bacteria
0.19047619,gut bacteria
0.545454545,gut bacteria
0.321428571,gut bacteria
0.136363636,gut bacteria
0.428571429,gut bacteria
0.4,gut bacteria
0.6,gut bacteria
0.277777778,gut bacteria
0.130434783,gut bacteria
0.363636364,gut bacteria
0.35,gut bacteria
0.230769231,gut bacteria
0.086956522,gut bacteria
0.222222222,gut bacteria
0.285714286,gut bacteria
0.1,gut bacteria
0.5,gut bacteria
0.3125,gut bacteria
0.545454545,gut bacteria
0.184210526,gut bacteria
0.5,gut bacteria
0.357142857,gut bacteria
0.15,gut bacteria
0.235294118,gut bacteria
0.368421053,gut bacteria
0.411764706,gut bacteria
0.14893617,gut bacteria
0.25,gut bacteria
0.25,gut bacteria
0.4,gut bacteria
0.333333333,gut bacteria
0.263157895,gut bacteria
0.230769231,gut bacteria
0.6,gut bacteria
0.291666667,gut bacteria
0.272727273,gut bacteria
0.6,gut bacteria
0.294117647,gut bacteria
0.291666667,gut bacteria
0.416666667,gut bacteria
0.3,gut bacteria
0.538461538,gut bacteria
0.259259259,gut bacteria
0.266666667,gut bacteria
0.088888889,gut bacteria
0.368421053,gut bacteria
0.434782609,gut bacteria
0.147058824,gut bacteria
0.142857143,gut bacteria
0.304347826,gut bacteria
0.192307692,gut bacteria
0.333333333,gut bacteria
0.25,gut bacteria
0.138888889,gut bacteria
0.148148148,gut bacteria
0.357142857,gut bacteria
0.307692308,gut bacteria
0.75,gut bacteria
0.266666667,gut bacteria
0.384615385,gut bacteria
0.538461538,gut bacteria
0.294117647,gut bacteria
0.6,gut bacteria
0.466666667,gut bacteria
0.375,gut bacteria
0.363636364,gut bacteria
0.151515152,gut bacteria
0.173913043,gut bacteria
0.357142857,gut bacteria
0.6,gut bacteria
0.2,gut bacteria
0.4,gut bacteria
0.24,gut bacteria
0.109375,gut bacteria
0.128205128,gut bacteria
0.114285714,gut bacteria
0.120689655,gut bacteria
0.238095238,gut bacteria
0.2,gut bacteria
0.109090909,gut bacteria
0.137931034,gut bacteria
0.315789474,gut bacteria
0.615384615,gut bacteria
0.3125,gut bacteria
0.7,gut bacteria
0.333333333,gut bacteria
0.375,gut bacteria
0.277777778,gut bacteria
0.384615385,gut bacteria
0.7,gut bacteria
0.636363636,gut bacteria
0.583333333,gut bacteria
0.636363636,gut bacteria
0.263157895,gut bacteria
0.470588235,gut bacteria
0.545454545,gut bacteria
0.6,gut bacteria
0.2,gut bacteria
0.384615385,gut bacteria
0.3,gut bacteria
0.4375,gut bacteria
0.259259259,gut bacteria
0.114754098,gut bacteria
0.173913043,gut bacteria
0.421052632,gut bacteria
0.4,gut bacteria
0.235294118,gut bacteria
0.388888889,gut bacteria
0.25,gut bacteria
0.25,gut bacteria
0.214285714,gut bacteria
0.097560976,gut bacteria
0.15,gut bacteria
0.166666667,gut bacteria
0.454545455,gut bacteria
0.333333333,gut bacteria
0.347826087,gut bacteria
0.1875,gut bacteria
0.461538462,gut bacteria
0.217391304,gut bacteria
0.3125,gut bacteria
0.294117647,gut bacteria
0.545454545,gut bacteria
0.258064516,gut bacteria
0.056818182,gut bacteria
0.222222222,gut bacteria
0.2,gut bacteria
0.333333333,gut bacteria
0.238095238,gut bacteria
0.125,gut bacteria
0.333333333,gut bacteria
0.363636364,gut bacteria
0.131578947,gut bacteria
0.5,gut bacteria
0.138888889,gut bacteria
0.186046512,gut bacteria
0.388888889,gut bacteria
0.333333333,gut bacteria
0.384615385,gut bacteria
0.333333333,gut bacteria
0.263157895,gut bacteria
0.111111111,gut bacteria
0.5,gut bacteria
0.352941176,gut bacteria
0.222222222,gut bacteria
0.153846154,gut bacteria
0.545454545,gut bacteria
0.357142857,gut bacteria
0.25,gut bacteria
0.533333333,gut bacteria
0.363636364,gut bacteria
0.3125,gut bacteria
0.307692308,gut bacteria
0.142857143,gut bacteria
0.277777778,gut bacteria
0.131578947,gut bacteria
0.5,gut bacteria
0.136363636,gut bacteria
0.333333333,gut bacteria
0.538461538,gut bacteria
0.545454545,gut bacteria
0.368421053,gut bacteria
0.06097561,gut bacteria
0.538461538,gut bacteria
0.2,gut bacteria
0.177777778,gut bacteria
0.2,gut bacteria
0.357142857,gut bacteria
0.4,gut bacteria
0.4375,gut bacteria
0.083333333,gut bacteria
0.4,gut bacteria
0.428571429,gut bacteria
0.291666667,gut bacteria
0.5,gut bacteria
0.177777778,gut bacteria
0.127272727,gut bacteria
0.5,gut bacteria
0.5,gut bacteria
0.416666667,gut bacteria
0.092592593,gut bacteria
0.466666667,gut bacteria
0.21875,gut bacteria
0.538461538,gut bacteria
0.357142857,gut bacteria
0.1875,gut bacteria
0.428571429,gut bacteria
0.214285714,gut bacteria
0.357142857,gut bacteria
0.205882353,gut bacteria
0.25,gut bacteria
0.352941176,gut bacteria
0.466666667,gut bacteria
0.108108108,gut bacteria
0.263157895,gut bacteria
0.3125,gut bacteria
0.357142857,gut bacteria
0.583333333,gut bacteria
0.25,gut bacteria
0.545454545,gut bacteria
0.6,gut bacteria
0.294117647,gut bacteria
0.333333333,gut bacteria
0.2,gut bacteria
0.222222222,gut bacteria
0.125,gut bacteria
0.3,gut bacteria
0.333333333,gut bacteria
0.333333333,gut bacteria
0.375,gut bacteria
0.212121212,gut bacteria
0.391304348,gut bacteria
0.238095238,gut bacteria
0.4,gut bacteria
0.583333333,gut bacteria
0.15625,gut bacteria
0.266666667,gut bacteria
0.6,gut bacteria
0.368421053,gut bacteria
0.259259259,gut bacteria
0.285714286,gut bacteria
0.285714286,gut bacteria
0.6,gut bacteria
0.4,gut bacteria
0.25,gut bacteria
0.238095238,gut bacteria
0.294117647,gut bacteria
0.266666667,gut bacteria
0.179487179,gut bacteria
0.16,gut bacteria
0.259259259,gut bacteria
0.272727273,gut bacteria
0.263157895,gut bacteria
0.181818182,gut bacteria
0.206896552,gut bacteria
0.277777778,gut bacteria
0.093023256,gut bacteria
0.583333333,gut bacteria
0.227272727,gut bacteria
0.6,gut bacteria
0.375,gut bacteria
0.291666667,gut bacteria
0.318181818,gut bacteria
0.5625,gut bacteria
0.121212121,gut bacteria
0.28,gut bacteria
0.266666667,gut bacteria
0.296296296,gut bacteria
0.3,gut bacteria
0.466666667,gut bacteria
0.285714286,gut bacteria
0.228571429,gut bacteria
0.3125,gut bacteria
0.35,gut bacteria
0.545454545,gut bacteria
0.307692308,gut bacteria
0.666666667,gut bacteria
0.333333333,gut bacteria
0.296296296,gut bacteria
0.388888889,gut bacteria
0.108108108,gut bacteria
0.416666667,gut bacteria
0.277777778,gut bacteria
0.333333333,gut bacteria
0.304347826,gut bacteria
0.533333333,gut bacteria
0.195121951,gut bacteria
0.121212121,gut bacteria
0.208333333,gut bacteria
0.333333333,gut bacteria
0.2,gut bacteria
0.4375,gut bacteria
0.315789474,gut bacteria
0.357142857,gut bacteria
0.333333333,gut bacteria
0.333333333,gut bacteria
0.416666667,gut bacteria
0.6,gut bacteria
0.333333333,gut bacteria
0.285714286,gut bacteria
0.3,gut bacteria
0.216216216,gut bacteria
0.137931034,gut bacteria
0.375,gut bacteria
0.132075472,gut bacteria
0.4,gut bacteria
0.216216216,gut bacteria
0.333333333,gut bacteria
0.272727273,gut bacteria
0.227272727,gut bacteria
0.162790698,gut bacteria
0.25,gut bacteria
0.388888889,gut bacteria
0.222222222,gut bacteria
0.16,gut bacteria
0.5,gut bacteria
0.153846154,gut bacteria
0.2,gut bacteria
0.233333333,gut bacteria
0.104166667,gut bacteria
0.357142857,gut bacteria
0.145833333,gut bacteria
0.35,gut bacteria
0.333333333,gut bacteria
0.217391304,gut bacteria
0.259259259,gut bacteria
0.166666667,gut bacteria
0.333333333,gut bacteria
0.1,gut bacteria
0.538461538,gut bacteria
0.148148148,gut bacteria
0.35,gut bacteria
0.4,gut bacteria
0.113636364,gut bacteria
0.24,gut bacteria
0.583333333,gut bacteria
0.25,gut bacteria
0.24,gut bacteria
0.545454545,gut bacteria
0.263157895,gut bacteria
0.538461538,gut bacteria
0.304347826,gut bacteria
0.15,gut bacteria
0.454545455,gut bacteria
0.5,gut bacteria
0.642857143,gut bacteria
0.138888889,gut bacteria
0.235294118,gut bacteria
0.25,gut bacteria
0.5,gut bacteria
0.538461538,gut bacteria
0.1875,gut bacteria
0.208333333,gut bacteria
0.125,gut bacteria
0.352941176,gut bacteria
0.428571429,gut bacteria
0.181818182,gut bacteria
0.230769231,gut bacteria
0.142857143,gut bacteria
0.089285714,gut bacteria
0.636363636,gut bacteria
0.25,gut bacteria
0.139534884,gut bacteria
0.538461538,gut bacteria
0.155172414,gut bacteria
0.5,gut bacteria
0.304347826,gut bacteria
0.315789474,gut bacteria
0.163265306,gut bacteria
0.2,gut bacteria
0.266666667,gut bacteria
0.19047619,gut bacteria
0.206896552,gut bacteria
0.615384615,gut bacteria
0.583333333,gut bacteria
0.388888889,gut bacteria
0.208333333,gut bacteria
0.357142857,gut bacteria
0.105263158,gut bacteria
0.294117647,gut bacteria
0.230769231,gut bacteria
0.384615385,gut bacteria
0.214285714,gut bacteria
0.333333333,gut bacteria
0.6,gut bacteria
0.391304348,gut bacteria
0.133333333,gut bacteria
0.545454545,gut bacteria
0.545454545,gut bacteria
0.294117647,gut bacteria
0.304347826,gut bacteria
0.16,gut bacteria
0.357142857,gut bacteria
0.533333333,gut bacteria
0.166666667,gut bacteria
0.384615385,gut bacteria
0.184210526,gut bacteria
0.4375,gut bacteria
0.357142857,gut bacteria
0.15625,gut bacteria
0.294117647,gut bacteria
0.357142857,gut bacteria
0.285714286,gut bacteria
0.166666667,gut bacteria
0.384615385,gut bacteria
0.107142857,gut bacteria
0.291666667,gut bacteria
0.35,gut bacteria
0.368421053,gut bacteria
0.193548387,gut bacteria
0.225806452,gut bacteria
0.148148148,gut bacteria
0.263157895,gut bacteria
0.363636364,gut bacteria
0.5,gut bacteria
0.263157895,gut bacteria
0.2,gut bacteria
0.291666667,gut bacteria
0.166666667,gut bacteria
0.095238095,gut bacteria
0.277777778,gut bacteria
0.384615385,gut bacteria
0.2,gut bacteria
0.583333333,gut bacteria
0.263157895,gut bacteria
0.166666667,gut bacteria
0.068965517,gut bacteria
0.636363636,gut bacteria
0.4,gut bacteria
0.131578947,gut bacteria
0.28,gut bacteria
0.15625,gut bacteria
0.272727273,gut bacteria
0.7,gut bacteria
0.106382979,gut bacteria
0.428571429,gut bacteria
0.5,gut bacteria
0.434782609,gut bacteria
0.388888889,gut bacteria
0.235294118,gut bacteria
0.285714286,gut bacteria
0.571428571,gut bacteria
0.208333333,gut bacteria
0.233333333,gut bacteria
0.25,gut bacteria
0.130434783,gut bacteria
0.238095238,gut bacteria
0.217391304,gut bacteria
0.5,gut bacteria
0.545454545,gut bacteria
0.333333333,gut bacteria
0.428571429,gut bacteria
0.214285714,gut bacteria
0.24137931,gut bacteria
0.294117647,gut bacteria
0.4,gut bacteria
0.428571429,gut bacteria
0.12,gut bacteria
0.042253521,gut bacteria
0.109090909,gut bacteria
0.35,gut bacteria
0.285714286,gut bacteria
0.152173913,gut bacteria
0.156626506,gut bacteria
0.16,gut bacteria
0.307692308,gut bacteria
0.214285714,gut bacteria
0.185185185,gut bacteria
0.583333333,gut bacteria
0.1875,gut bacteria
0.259259259,gut bacteria
0.333333333,gut bacteria
0.533333333,gut bacteria
0.6,gut bacteria
0.263157895,gut bacteria
0.5,gut bacteria
0.5,gut bacteria
0.5,gut bacteria
0.294117647,gut bacteria
0.333333333,gut bacteria
0.088607595,gut bacteria
0.171428571,gut bacteria
0.375,gut bacteria
0.222222222,gut bacteria
0.4,gut bacteria
0.086956522,gut bacteria
0.454545455,gut bacteria
0.294117647,gut bacteria
0.133333333,gut bacteria
0.538461538,gut bacteria
0.123076923,gut bacteria
0.184210526,gut bacteria
0.6,gut bacteria
0.096153846,gut bacteria
0.181818182,gut bacteria
0.142857143,gut bacteria
0.583333333,gut bacteria
0.24,gut bacteria
0.259259259,gut bacteria
0.454545455,gut bacteria
0.277777778,gut bacteria
0.6,gut bacteria
0.193548387,gut bacteria
0.125,gut bacteria
0.392857143,gut bacteria
0.222222222,gut bacteria
0.428571429,gut bacteria
0.146341463,gut bacteria
0.170731707,gut bacteria
0.266666667,gut bacteria
0.263157895,gut bacteria
0.142857143,gut bacteria
0.277777778,gut bacteria
0.277777778,gut bacteria
0.263157895,gut bacteria
0.461538462,gut bacteria
0.16,gut bacteria
0.2,gut bacteria
0.113207547,gut bacteria
0.160714286,gut bacteria
0.294117647,gut bacteria
0.120689655,gut bacteria
0.3,gut bacteria
0.388888889,gut bacteria
0.409090909,gut bacteria
0.087912088,gut bacteria
0.5,gut bacteria
0.416666667,gut bacteria
0.181818182,gut bacteria
0.727272727,gut bacteria
0.5,gut bacteria
0.157894737,gut bacteria
0.083333333,gut bacteria
0.384615385,gut bacteria
0.307692308,gut bacteria
0.25,gut bacteria
0.15,gut bacteria
0.466666667,gut bacteria
0.294117647,gut bacteria
0.133333333,gut bacteria
0.151515152,gut bacteria
0.352941176,gut bacteria
0.2,gut bacteria
0.727272727,gut bacteria
0.368421053,gut bacteria
0.127659574,gut bacteria
0.285714286,gut bacteria
0.114285714,gut bacteria
0.5,gut bacteria
0.5,gut bacteria
0.6,gut bacteria
0.25,gut bacteria
0.175,gut bacteria
0.131147541,gut bacteria
0.269230769,gut bacteria
0.208333333,gut bacteria
0.208333333,gut bacteria
0.461538462,gut bacteria
0.136363636,gut bacteria
0.25,gut bacteria
0.25,gut bacteria
0.307692308,gut bacteria
0.070588235,gut bacteria
0.5,gut bacteria
0.082191781,gut bacteria
0.315789474,gut bacteria
0.2,gut bacteria
0.194444444,gut bacteria
0.333333333,gut bacteria
0.16,gut bacteria
0.529411765,gut bacteria
0.357142857,gut bacteria
0.32,gut bacteria
0.222222222,gut bacteria
0.063291139,gut bacteria
0.5,gut bacteria
0.210526316,gut bacteria
0.4,gut bacteria
0.233333333,gut bacteria
0.135135135,gut bacteria
0.25,gut bacteria
0.384615385,gut bacteria
0.444444444,gut bacteria
0.333333333,gut bacteria
0.35,gut bacteria
0.454545455,gut bacteria
0.131578947,gut bacteria
0.266666667,gut bacteria
0.363636364,gut bacteria
0.545454545,gut bacteria
0.21875,gut bacteria
0.166666667,gut bacteria
0.178571429,gut bacteria
0.333333333,gut bacteria
0.333333333,gut bacteria
0.5,gut bacteria
0.263157895,gut bacteria
0.230769231,gut bacteria
0.304347826,gut bacteria
0.333333333,gut bacteria
0.272727273,gut bacteria
0.6,gut bacteria
0.08,gut bacteria
0.6,gut bacteria
0.384615385,gut bacteria
0.185185185,gut bacteria
0.266666667,gut bacteria
0.545454545,gut bacteria
0.357142857,gut bacteria
0.333333333,gut bacteria
0.545454545,gut bacteria
0.296296296,gut bacteria
0.466666667,gut bacteria
0.192307692,gut bacteria
0.545454545,gut bacteria
0.19047619,gut bacteria
0.153846154,gut bacteria
0.16,gut bacteria
0.096774194,gut bacteria
0.2,gut bacteria
0.315789474,gut bacteria
0.25,gut bacteria
0.6,gut bacteria
0.347826087,gut bacteria
0.333333333,gut bacteria
0.333333333,gut bacteria
0.081967213,gut bacteria
0.352941176,gut bacteria
0.108108108,gut bacteria
0.363636364,gut bacteria
0.466666667,gut bacteria
0.636363636,gut bacteria
0.588235294,gut bacteria
0.260869565,gut bacteria
0.454545455,gut bacteria
0.25,gut bacteria
0.192307692,gut bacteria
